company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Codeiographers,https://e27.co/startup/codeiographers-gmail-com,http://www.codeiographers.com/home/software-development-company-in-chennai,India,Design ,September 2017,,,"https://www.facebook.com/codeiographers,https://www.linkedin.com/company/codeiographers/",,,"Codeiographers is a software development company in Chennai which provides services such as Software consultant, Software development, and responsive designs.","We are a Product-cum-Service based startup and an ultimate destination for the Enterprise, Entrepreneurs, Small Businesses, Home Makers or any Novice’s Digital Needs and Solutions. We are the group of Creative-Passionate-Talented-Young Builders."
Appzure - Mobile App Development Company India & USA,https://e27.co/startup/appzure-mobile-app-development-company-india-usa,http://www.appzure.com,India,,,,,"http://www.twitter.com/Appzure1,https://www.facebook.com/appzure,https://in.linkedin.com/company/appzure",,,"Appzure is one of the leading mobile application development company in USA & India providing various end-to-end solutions to various businesses, startups, and digital agencies at affordable prices.","Appzure is one of the leading mobile application development company in USA & India providing various end-to-end solutions to various businesses, startups, and digital agencies at affordable prices. Our top of the line services are provided by our highly skilled technical professionals who deliver secure, scalable, and innovative IT solutions to our clients."
Filipina Wife,https://e27.co/startup/filipinawife,http://filipinawife.com,United States of America,,,,,"http://www.twitter.com/_FilipinaWife,https://www.facebook.com/Filipinawife-LLC-1765424043773648/",,,Filipina Wife is one of the best dating sites if you are looking for gorgeous and understanding women who will stand by you forever.,
EscapeWriters,https://e27.co/startup/escapewriters,https://www.escapewriters.com/,India,Entertainment,July 2017,,,"http://www.twitter.com/EscapeWriters,https://www.facebook.com/EscapeWriters/",,,"EscapeWriters is a platform for writers to express their thoughts on Life, Health, Parenting, Relationship, Travel, Tips, Inspiration & much more...",
Tranzaco,https://e27.co/startup/tranzaco,http://www.tranzaco.com,Singapore,B2B/Enterprise,June 2018,,,"http://www.twitter.com/tranzaco,http://www.facebook.com/tranzaco,http://www.linkedin/company/tranzaco",,,"Singapore's first Biztech startup that create a seamless transact-able business ecosystem to connect SMEs to bankers, property and insurance agents.","Tranzaco is founded in the first place to solve a few existing issues that many Small Medium Enterprises (SMEs) are facing. SMEs comprise of more than 90% of the job opportunities in many Asian countries, especially Singapore. It is definitely an important factor contributing to the GDP of a nation."
HIREtrades,https://e27.co/startup/hiretrades,https://www.hiretrades.com.au,Australia,Consumer,,,,"http://www.twitter.com/HIREtradesAU,https://www.facebook.com/HireTradesAustralia/,https://www.linkedin.com/company/hiretrades/",,,HIREtrades is Australia's most trusted trades provider connecting customers with reputable companies providing top trades to get the needs done for complete convenience.,"HIREtrades is Australia's most trusted trades provider connecting customers with reputable companies providing top trades such as home services, electricians, air conditioning, plumbers, handyman, builders, painters and a lot more to get the needs done for complete convenience."
SPH Digital ,https://e27.co/startup/sph-digital,https://www.sphdigital.com/,Singapore,,,,,,,,,
Coffee Village Retreat,https://e27.co/startup/coffee-village-retreat,http://www.coffeevillageretreat.com/,India,,March 1984,,,https://www.facebook.com/Coffee-Village-Retreat-422341888196651/,,,"Vacations are always the most-wanted thing that every individual want to younger to older. Though it requires a lot of things to search and fix, as a whole,",
AppWebStudios,https://e27.co/startup/appwebstudios,https://www.appwebstudios.com/,India,,,,,,,,"""We are offering Mobile Application Design & Development, Web design, Website designing, Website Design & Web Development company Gurgaon India/Gurgaon. ",
fijoy.me,https://e27.co/startup/fijoy-me,https://fijoy.me,United States of America,,,,,,,,Digital marketing professional with 3 years of experience in working with clients on their digital strategy and executions. Have hands on experience in digital space.,
BabyUniqueCorn,https://e27.co/startup/babyuniquecorn,https://babyuniquecorn.com,United Kingdom,,,,,"http://www.twitter.com/BabyUniqueCorn_,https://m.facebook.com/BabyUniquecorn/",,,BabyUniqueCorn is an enchanting online shopping space featuring independent designers and makers of children’s clothes and essential,
FunNow,https://e27.co/startup/funnow,https://www.myfunnow.com/en/,Hong Kong,Software,,,,https://www.facebook.com/funnowapp,,,"FunNow has an incredible dream - to become a top internet company from Taiwan. The FunNow app is their first step, providing real-time info & instant booking service for leisure and entertainment.",FunNow has an incredible dream - to become a top internet company from Taiwan.
Time Auction,https://e27.co/startup/time-auction,https://timeauction.org,Hong Kong,,,,,"https://www.facebook.com/timeauction/,https://www.linkedin.com/company/time-auction",,,Time Auction is a charity that connects anyone with inspiring leaders while encouraging volunteerism.,"Time Auction is a charity that connects anyone with inspiring leaders while encouraging volunteerism. By volunteering to any charity, one can join unique experiences — from dining with inspiring entrepreneurs to cooking with Michelin-starred chefs."
WeddingIdea,https://e27.co/startup/weddingidea,http://weddingideathailand.com/,Thailand,,,,,https://www.facebook.com/WeddingIdeaAndTheEventThailand/,,,Wedding Idea Thailand - one of the best wedding planner in koh samui. Offering distinctive weddings for the not so average bride.,Wedding Idea Thailand - one of the best wedding planner in koh samui. Offering distinctive weddings for the not so average bride.
Toreto Retail Pvt. Ltd.,https://e27.co/startup/toreto-retail-pvt-ltd,https://www.toreto.in,India,,,,,"http://www.twitter.com/Toreto_India,https://www.facebook.com/toreto.india/,https://www.linkedin.com/company/toreto-india/",,,"Incorporated in 2013, Toreto is Hong Kong/India based mobile and computer accessories manufacturing and supplying company in the gadget industry.","All the products are the perfect blend of streamlined design and the state-of-the-art technology. Now, it becomes a hub computer, laptop and smart phone gadgets that you need for your modern-lifestyle."
NoisyElephant,https://e27.co/startup/noisyelephant,https://noisyelephant.com,Singapore,Advertising,August 2018,,,http://www.facebook.com/thenoisyelephant,,,NoisyElephant is the simplest way to increase your market exposure and sales lead effortlessly without worrying about any marketing strategy.,We offer a managed on-demand marketing service to allow you to build your personalised online branding.
Instabug,https://e27.co/startup/instabug,http://Instabug.com,United States of America,,2013,,,"http://www.twitter.com/instabug,http://www.facebook.com/instabug,http://www.linkedin.com/in/instabug",,,"The top apps in the world rely on Instabug for bug reporting, crash reporting, and in-app user feedback.",Instabug is a comprehensive bug reporting and in-app feedback SDK that is helping companies worldwide build better apps.
LEGALNEXT,https://e27.co/startup/legalnext,http://legalnext.id,Indonesia,,April 2017,,,,,,We are Virtual Legal Assistant,"We are Virtual Legal Assistant, we help your bussiness and personal"
Payzaps,https://e27.co/startup/payzaps,http://www.payzaps.com,India,,,,,,,,,
Sugar Book,https://e27.co/startup/sugar-book,http://www.sugarbook.com,Malaysia,Social Networking,January 2017,,,https://www.facebook.com/thesugarbookofficial/,,,"200,000 Users, 1 year old explosive Social Networking/Dating Platform for adults, HQ from Malaysia, now expanding to Singapore, Hong Kong, Thailand","* Sugarbook is #1 destination for Sugar daddies, babies of all races and culture to connect and meet around the world"
APLO Construction Pty Ltd,https://e27.co/startup/aplo-construction-pty-ltd,https://www.aploconstruction.com.au,Australia,Architecture & Construction,,,,"http://www.twitter.com/homeextensionau,https://www.facebook.com/APLO-Construction-Pty-Ltd-1054828931366277/",,,"APLO Construction Pty. Ltd. provide home extension project, multi-unit developments, home renovations or new home builds service.","Located in Melbourne, APLO Construction Pty. Ltd. is one of the industry’s leading custom home builders. Whether it’s a home extension project, multi-unit developments, home renovations or new home builds, we can do it all."
Auspicious Space,https://e27.co/startup/auspicious-space,http://auspiciousspace.com/,India,,June 2016,,,https://www.linkedin.com/in/auspicious-space-a34619155/,,,We are Auspicious Space (website designing company in delhi)giving world class business services with  fully featured professional websites that can help to develop a relationship with customers.,WEBSITE DESIGNING
VintekSystem,https://e27.co/startup/vinteksystem,http://www.vinteksystem.com,United States of America,,,,,,,,,
Employee 4Hire,https://e27.co/startup/employee-4hire,https://www.employee4hire.com/,United States of America,,,,,"http://www.twitter.com/e4hInc,https://www.facebook.com/employee4hire",,,Employee4hire is a national Database of highly skilled employees for hire. You can register your company and can start searching for the right candidates.,
X Infinity,https://e27.co/startup/x-infinity,http://www.xinfinity.io/,Singapore,Finance,,,,https://www.facebook.com/xinfinityltd/,,,"X Infinity, a Singapore based Fintech Company, is creating a unified cryptocurrency wallet that allows consumers and merchants the ability to transact as easily using any blockchain asset as a currenc","X Infinity, a Singapore based Fintech Company, is creating a unified cryptocurrency wallet that allows consumers and merchants the ability to transact as easily using any blockchain asset as a currency."
Bio Globe Singapore Pte Ltd,https://e27.co/startup/bio-globe-singapore-pte-ltd,http://www.bioglobesingapore.net/,Singapore,,April 1985,,,,,,"Thinking to replace your previous water filters system, then visit Bioglobe Singapore Pte Ltd.","Thinking to replace your previous water filters system, then visit Bioglobe Singapore Pte Ltd. It is the leading company recently developed a high-quality water filtration system for their customers which name is Biolytes. It is designed with the use of modern technology and kills 99.9% bacteria of water. The leader of our company Mr. Kit Tan is the principal architect, the visionary leader of the company. He aims to bring the company products and services to the doorstep of their respected customers."
Engines Plus Pty Ltd,https://e27.co/startup/engines-plus-pty-ltd,https://www.enginesplus.com.au,Australia,,,,,"http://www.twitter.com/enginessplus,https://www.facebook.com/Engines-Plus-Pty-Ltd-896185223892499",,,Engines Plus provide outstanding service and quality for used engines for sale and reco engines. Using modern equipment’s and tools we can rebuild your engine quickly and efficiently.,"Based in Melbourne Inner South-East, Engine Plus is the market leader specializing in reconditioned engines. We stock over 1000 used and reco engines, gearboxes and transmissions in Melbourne."
Valuebound,https://e27.co/startup/valuebound,https://valuebound.com,United States of America,,,,,,,,"Valuebound is a Drupal services company offering expert consulting, development, training and support. ",
Spidergems,https://e27.co/startup/spidergems,https://spidergems.com,India,,,,,,,,,
Besant techno,https://e27.co/startup/besant-techno,https://www.besanttechnologies.com/,India,,,,,,,,,
Colleges,https://e27.co/startup/colleges,https://anycolleges.com,India,,,,,,,,An Educational Firm for Open Directory Purpose.,
Valuebound - Drupal development company ,https://e27.co/startup/valuebound-drupal-development-company,https://valuebound.com,United States of America,B2B/Enterprise,November 2008,,,"http://www.twitter.com/valuebound,https://www.facebook.com/valuebound/,https://www.linkedin.com/company/valuebound/",,,"Valuebound is a Drupal services company offering expert consulting, development, training and support.","Valuebound is a Drupal based enterprise Web solutions provider with a focus on exclusive deliverables across hi-tech, education, media & publishing industries.The web sites we create are feature rich with an extensive online scalability that exceeds millions of page-views each month. We at Valuebound make the most of Drupal CMS by leveraging some incredible features to create customized offerings."
GOWES,https://e27.co/startup/gowes,http://www.gowesin.id,Indonesia,,,,,,,,"The application is so easy-to-use with current technology, Gowes is expected to be an alternative solution for cheap and environmentally friendly mode of transportation.","Gowes is a term for ""genjot ora genjot wis teles"","
BigDish,https://e27.co/startup/bigdish,https://bigdish.ph,Philippines,Food & Beverages,,,,"http://www.twitter.com/BigDishPH,https://www.linkedin.com/company/bigdish/",,,"BigDish is a brand-new way of offering dining deals and discounts. Through its online reservation platform, users can enjoy discounts of up to 50% at incredible restaurants.","BigDish is a brand-new way of offering dining deals and discounts. Through its online reservation platform, users can enjoy discounts of up to 50% at incredible restaurants in Manila, Hong Kong and Jakarta."
codexbox,https://e27.co/startup/codexbox,http://www.codexbox.com,India,,,,,,,,"codexbox software development company in hyderabad tend to facilitate businesses connect higher with their customers. There area unit three core elements: your brand, your web site, your promoting.",
Carmesi,https://e27.co/startup/carmesi,https://mycarmesi.com/,Singapore,Health/Medical,,,,"http://www.twitter.com/mycarmesi,https://www.facebook.com/mycarmesi",,,"Committed to providing a healthier and more confident future for women, we offer all-natural sanitary pads made with nature's finest ingredients.","Woman, you matter. Your dreams, desires, choices and opinions, matter. Your body matters. What you think of your body, how you care for your body and what you want for your body, matters. It matters if harmful chemicals put you at a constant risk and it matters if harsh synthetics irritate your skin. It matters because you deserve the best and safest menstrual-care. Because to us, you, your periods and your period-care, it all matters."
Enkrishiv,https://e27.co/startup/enkrishiv,http://www.enkrishiv.com,India,Advertising,January 2018,Bharat Mamtora,,"http://www.twitter.com/enkrishiv,https://www.facebook.com/enkrishiv/,https://www.linkedin.com/in/bharatmamtora/",,,"Enkrishiv is a WordPress Website Development & Digital Marketing Company based in India. We offer web development service, e-commerce web development service, mobile app, and digital marketing service","Enkrishiv is a WordPress Website Development & Digital Marketing Company based in India. We, at Enkrishiv, are a bunch of curious and experimental people that share a common passion for creating digital experiences for our clients that give out amazing results."
Keep Pte ltd,https://e27.co/startup/keep-pte-ltd,http://Www.keepital.com,Singapore,Advertising,April 2013,,,,,,"South east Asia B2B procurement, ecommerce business marketing and tools cloud based platform.","KEEPITAL is the leading online B2B platform, bringing together buyers and suppliers in a central location. Our directory of B2B sales executives regularly engage through the services offered by KEEPITAL. We give your business a forum where you can network with other buyers and sellers. Our Message feature provides you with access to the decision makers you need to grow your business to the next level."
El Pando Pte Ltd,https://e27.co/startup/el-pando-pte-ltd,https://elpando.com,Singapore,B2B/Enterprise,November 2017,,,,,,"El Pando Pte Ltd is a Singapore-based boutique software house offering customized software solutions, with a deep focus on Education and Learning (EdTech) domain.","El Pando Pte Ltd is a Singapore-based boutique software house offering a full range of customized software design and development services for businesses and organizations, with a deep focus on Education and Learning (EdTech) domain. Whether you are a SME (Small-Medium Enterprise) or MNC (Multinational Corporation), whether you are looking for web, mobile or desktop applications development, you are welcome to approach us for a free consultation to discover a solution to your problems."
Thenexus LLC,https://e27.co/startup/thenexus-llc,http://www.thenexusasia.com,Malaysia,E-commerce,April 2002,,,"http://www.facebook.com/thenexusllc,http://www.linkedin.com/company/thenexusasia/",,,Muso is a next generation multi-monetisation music ecosystem and community for independent music creators worldwide built to disrupt businesses like Tunecore in the music industry.,Thenexus has pivoted our initial company and is creating a new product; Muso is a music monetisation ecosystem providing a variety of affordable services from publishing administration to music distribution (to over 300 stores eg. Spotify) to providing other services. We take the hard parts out of readying and distributing their music globally.
Food Ninja,https://e27.co/startup/foodninja,http://www.foodninja.nz,Malaysia,,January 2013,,,,,,A food delivering platform serving New Zealand market.,
Rezeem,https://e27.co/startup/rezeem,https://www.rezeem.com,Saudi Arabia,E-commerce,June 2018,,,"http://www.twitter.com/RezeemCoupons,https://www.facebook.com/rezeemcoupons",,,Rezeem is a coupons & deals website launched with the aim of getting better results for people seeking the effective ways to save while shopping online.,"Rezeem brings out the best for you from each and every store and connects you to the latest offers and makes your purchase more filled with savings & happiness. Hundreds of stores and special lookouts like suggested coupons, leaderboard banner and other features listed sort everything neatly as you want. The offers listed at every page are timely updated by the team and team makes sure that they serve only the best and working coupons for you which will not let you waste your time unnecessarily."
Qboys,https://e27.co/startup/qboys,https://play.google.com/store/apps/details?id=qboys.com.qboy,Switzerland,,January 2018,,,"http://www.twitter.com/Qboys_app,https://www.facebook.com/qboys.net/",,,Qboys is a online gay chatting & dating app that allows gay and bisexual boys & men to find and contact other guys & men in their immediate area.,"Qboys is a gay video chatting & dating app available for specific countries such as Switzerland, Germany, Austria, France, Italy, UK and many more countries, that allows gay and bisexual boys & men to find and contact other guys & men in their immediate area. Meet, make friends, share and share Stories with friends, send voice messages and video's, create a photo album, create a protected and private profile, make phone calls or face-time and much more."
SaigonFlat,https://e27.co/startup/saigonflat,https://saigonflat.com,Vietnam,Real Estate,May 2018,,,"http://www.twitter.com/saigonflat,https://www.facebook.com/SaigonFlat,https://www.linkedin.com/company/saigonflat",,,"At SaigonFlat, you can easily find your accommodations with best agent service","SaigonFlat is one of the best real estate agents in Saigon, officially lauched in the beginning of 2018. With combination of advanced technology platform and professional personnel team, SaigonFlat is confident in changing realty dealing method to the way of totally new and professional, help to save your time and cost. In order to help you find an ideal home for living and other purposes, we offer a wide array of properties such as apartment for rent, serviced apartment for rent, house for rent and villa for rent.The reason that we are the best property rental company in Ho Chi Minh City is because we just focus on rentals. If you are looking for home in Saigon, you’ve found the right place."
Web Solution Centre,https://e27.co/startup/web-solution-centre,https://www.websolutioncentre.com,India,,,,,,,,Web Solution Centre is a creative digital agency working relentlessly to deliver unique and visually appealing experiences in the form of websites and web applications.,
crichustle,https://e27.co/startup/crichustle,http://www.crichustle.com/,India,,,,,,,,"Circhustle is a growing company across India which provides services in content marketing, SEO, PPC and Node.js development.","Crichustle is the source for the latest technology news and analysis. We also provide various internet marketing services including SEO, PPC, SMO, SEO, content marketing, Node.js and socket.io programming."
Appro Mobile JSC,https://e27.co/startup/appro-mobile-jsc,http://www.appromobile.com,Vietnam,,June 2012,Simon Sungmin Byun,,"https://www.facebook.com/go2joy.hotels/,https://www.linkedin.com/in/simon-byun-74305122/",,,"We are a Korean-Vietnam Hybrid team running Go2Joy, an O2O service, in Vietnam. Starting from Local Demand for Hotel, we'll expand service categories to become Vietnam youngsters' 1st choice app.","Established in 2012 with 100% FDI in Vietnam, we started with outsourcing service for 3.5 years. And now we’re running Go2Joy, a Hotel Booking service in Vietnam for local demand. We have a vision to become the Vietnamese 20’~30’s 1st choice app to open for their lifestyle and entertainment."
SnapSquad,https://e27.co/startup/snapsquad,http://www.snapsquad.io,United Kingdom,Advertising,February 2017,,,"http://www.twitter.com/snapsquadreal,http://www.facebook.com/snapsquadofficial,https://www.linkedin.com/company/snqpsquad/",,,An online marketplace that connects clients with photographers. Browse and search for the ideal service for your requirements and budget.,"SnapSquad is the result of the coming together of 3 internationally and technically diverse individuals with one common passion, photography. Having experienced first hand the difficulty in finding a photographer for a specific shoot, our founders identified a disconnect and the idea for SNAPSQUAD was born. Hailing from London, UK and launching in February 2017, we are initially targeting two cities, London and New York, before rolling out a strategic and phased expansion to other cities across the globe."
Gadgetsbird,https://e27.co/startup/gadgetsbird,http://www.gadgetsbird.com/,India,,June 2018,,,,,,"We provide the latest technology news and reviews, covering Tech Reviews ,Gadgets, Cellphones, Smartphones, Laptops, Tablets, home entertainment systems and more.","We provide the latest technology news and reviews, covering Tech Reviews ,Gadgets, Cellphones, Smartphones, Laptops, Tablets, home entertainment systems and more."
SomJot,https://e27.co/startup/somjot,http://somjot.com,Cambodia,Smart Cities,April 2018,"Sokunthaneth Chhoy,Kimchhun Tan,Visal Prom",,,,,"SomJot is a mobile parking application that makes the lives of vehicle and parking-space owners a lot easier. Instantly and safely check in, check out your vehicles with no additional cost.",
Blockchain Developments,https://e27.co/startup/blockchain-developments,http://www.blockchaindevelopments.io/,United States of America,,,,,,,,"At Blockchaindevelopments.io we use Hyperledger and ethereum as our technologies. We use Solidity, Node.js, HTML5 and Webpack programming languages. And Truffle framework for blockchain technology and",
Douyu,https://e27.co/startup/douyu,https://www.douyu.com/,China,Entertainment,,,,,,,Douyu TV is an online platform for live videos of people playing games.,Douyu TV is an online platform for live videos of people playing games.
Arch Serviced Offices,https://e27.co/startup/arch-serviced-offices,https://archoffices.com/,Philippines,Startups,,,,"https://www.linkedin.com/company/arch-offices/,https://www.linkedin.com/company/arch-offices/",,,"ARCH is an urban inspired co-working, serviced office and staff leasing space built to support your growing business. Located in Makati, Philippines.","ARCH is an urban inspired co-working, serviced office and staff leasing space built to support your growing business. Located in Makati, Philippines our office collective includes access to spaces with an urban vibe and complete amenities, giving you maximum flexibility with minimum maintenance."
Arcstone Pte Ltd,https://e27.co/startup/arcstone-pte-ltd,http://www.arcstone.co,Singapore,Internet of Things,2013,,,https://www.linkedin.com/company/arcstone-pte-ltd-/,,,Arcstone is at the forefront of helping manufacturers gain visibility and optimize their production processes through digitization by implementing industrial IoT and big data analytic solutions.,"Arcstone's product product, an advanced manufacturing execution system (MES), is focused on transforming the global manufacturing industry into Industry 4.0 and beyond, and we’re driving to enable manufacturers to respond faster and better to customer needs. Arcstone has worked with numerous companies globally, from large MNCs to small MNEs to help transform their production operations into the new age of digitization. In addition, Arcstone has recently partnered with McKinsey & Company as a technology solutions provider and with SAP after successfully completing its Startup Focus Accelerator Program."
Amazing Fables,https://e27.co/startup/amazing-fables,https://www.amazingfables.com,United States of America,B2B/Enterprise,,,,"http://www.twitter.com/Amazing_Fables,https://www.facebook.com/amazingfables",,,"Our job is to ensure that any story they imagine could be vivid and enriching. Our goals are to nurture the positive values amongst children around learning, sharing and being productive.",Inspiring imagination by being in a story
Carapace Technologies | Premium Web & Brand Designing,https://e27.co/startup/carapace-technologies-premium-web-brand-designing,https://carapacetechnologies.com/,India,,,,,https://www.linkedin.com/company/carapace-technologies/,,,"We are a full service design and technology company with expertise across high quality web designing & development, brand identity designing and online promotions.","We are a premium design and technology company, with our 10+ years of cross industry experience and technology expertise."
FineSoft Technologies,https://e27.co/startup/finesoft-technologies,http://www.finesofttechnologies.com,India,,,,,"http://www.twitter.com/finesofttech,https://www.facebook.com/finesoft,https://in.linkedin.com/company/finesofttechnologies",,,FineSoft Technologies is a reputed web Development and Software development service provider from India. The developers do their best to resolution the most proper solutions to the clients.,"FineSoft Technologies is specialized in acquire over best results to our popular customer for all kinds of the Software development services. We have a team of entire designers and developers who present custom services to the world-class customer. Our professional group is a leader in present several services related to ERP Development Services, Software Development Services, Magento development, Node.js development, PHP web development and many more."
PopulStay,https://e27.co/startup/populstay,https://www.populstay.com,Singapore,,,,,"http://www.twitter.com/populstay,https://www.facebook.com/populstay",,,The decentralized booking and autonomous property management platform for vacation rental and the home sharing economy.,The decentralized booking and autonomous property management platform for vacation rental and the home sharing economy.
Intraverse Technologies,https://e27.co/startup/intraverse-technologies,http://intraversetech.com,Australia,,January 2018,,,,,,Intraverse is Australia’s prominent thought leader in the application of blockchain and providers of market leading technology infrastructure.,
Global Career Catalyst,https://e27.co/startup/global-career-catalyst,http://www.globalcareercatalyst.com/,India,Education,,,,http://www.facebook.com/globalcareercatalyst,,,Train your teachers to become an empowered teacher with the Global Career Catalyst Program by UCLA Extension & Univariety,Being a Global Career Catalyst means:
Univariety,https://e27.co/startup/univariety,https://univariety.com,India,,,,,https://www.facebook.com/univariety/,,,"Univariety is a comprehensive platform which provides Career & College Guidance to students through tools, counseling, university access & an engaging Alumni System","Univariety is a Blended Career Guidance Platform for Schools. Head quartered in Hyderabad, India, with an Enterprising Team of 100+ across India and North America, driven by one single mission: Make Career Guidance Mainstream in Schools."
Scatterlight Studios,https://e27.co/startup/scatterlight-studios,https://www.scatterlightstudios.com/,United States of America,,June 2005,,,"http://www.twitter.com/ScatterlightSt1,https://www.facebook.com/Scatterlight-Studios-555622387828822/,https://www.linkedin.com/company/scatterlight-studios",,,Scatterlight Studios provides you best deal in the market with the area of concern with the Film Making and Advertising on network. The company came to recognition by Chris Billig.,
BBazaar,https://e27.co/startup/bbazaar,https://www.bbazaar.my/,Malaysia,,,,,,,,"Compare & Apply for Credit Cards, Loans, Insurance & other financial products at one place i.e., BBazaar.my","Compare and apply for credit cards, personal loan, home loan, insurance & more in Malaysia from top banks. We at BBazaar let you find and compare various financial and consumer products with latest promotions/offers"
Pupabox Pte Ltd,https://e27.co/startup/pupabox-pte-ltd,http://www.pupabox.co,Singapore,,July 2017,,,,,,Transforming the conventional to unconventional. ,
Packox,https://e27.co/startup/packox,http://packox.com/,India,Logistics/Supply Chain,August 2017,,,"http://www.twitter.com/PackoxIN,https://www.facebook.com/PackoxIndia/,https://www.linkedin.com/company/packox/",,,Packox - India's No#1 packers and movers aggregator. We help vendors find business and customer find the best moving company.,"Packox - India's No#1 packers and movers aggregator. We help vendors find business and customer find the best moving company. Idea of Packox came from a real time experience of finding competitive price from moving household items. We say Packox is a unique solutions for customers and business owners in their own way. At Packox, customers get to find competitive quote and vendors get to grow business."
CareerClinch,https://e27.co/startup/careerclinch,https://careerclinch.com/,India,Education,March 2018,,,"http://www.twitter.com/career_clinch,https://www.facebook.com/CareerClinch/,https://www.linkedin.com/company/careerclinch/",,,"CareerClinch helps students, job seekers and beginner entrepreneurs to choose a right career path and become a leader in the industry.",Nowadays every industry is impacted by technology either positively or negatively and results in impacting career choices. If we see today career choices and think about the future so we will find present career options may not be in demand in the future.
The Volte,https://e27.co/startup/the-volte,http://www.thevolte.com,Australia,,,,,"http://www.twitter.com/the_volte,https://www.facebook.com/thevolte/",,,The Volte is an online marketplace that enables members to both borrow and lend high-end designer wear.,The Volte has created a sharing economy platform (think Airbnb but for fashion) to give you access to luxury designer fashion to rent or lend
Learn to Trade,https://e27.co/startup/learn-to-trade,https://www.learntotrade.com.au/,Australia,,,,,"http://www.twitter.com/LTTAustralia,https://www.facebook.com/LearnToTrade.Australia,https://www.linkedin.com/company/learn-to-trade-australia",,,"We are one of Australasia’s largest and most successful trader training organisations, with a 13 year history of major awards for service and quality.",
TechNode / TechCrunch China,https://e27.co/startup/technode-techcrunch-china,http://sg.technode.com,Singapore,Media,May 2018,,,"http://www.twitter.com/technodechina,https://www.facebook.com/technodeblog,https://www.linkedin.com/company/technode-com/?originalSubdomain=sg",,,"With a vast network in global innovation and entrepreneurship, China-based TechNode is in the center of a unique worldwide tech ecosystem of startups, venture capital firms, industry resources and cor","Started in 2007 by Dr. Lu Gang, TechNode began as one man’s attempt to tell the world about what’s happening in China’s tech and startup ecosystems. Since then, we have grown into a trusted and respected information outlet, events organizer, and an integral part of the tech and startup community both inside and outside of China with our partners at TechCrunch."
Elev8tion,https://e27.co/startup/elev8tion,https://www.elev8tion.com/,Singapore,,,,,,,,"Our consulting projects focus on doing one thing well, helping you build amazing products.",SIMPLICITY
Freshup,https://e27.co/startup/freshup,https://freshup.space/,India,,,,,"https://www.facebook.com/freshupstay,https://www.linkedin.com/company/freshup-poshtel",,,FreshUp is founded by a group of innovative entrepreneurs as a concept hotel that offers facilities to freshen up.,"FreshUp is founded by a group of innovative entrepreneurs as a concept hotel that offers facilities to freshen up. It offers services to people ranging from business travelers to shoppers from nearby places – basically, anyone requiring a rest for some time. The FreshUp experience includes every modern amenity that a posh hotel offers. One can take rest, charge their gadgets, keep their belongings in a safe locker. Visitors can book the facilities online just by logging on to the website."
ECO Grants,https://e27.co/startup/eco-grants,http://www.ecogrants.org.uk,United Kingdom,,January 2010,,,,,,"Eco is helping both people and government, to control expenses and carbon emission by providing Oil Boiler Grants in the UK.","ECO Grants are the leading expert company on energy saving throughout the UK. We are offering boiler and energy efficiency grants to homes and the surrounding regions for those who need help reducing their energy bills. We will install your new boiler and our team will contact you to arrange a convenient date and time. For more information regarding the ECO Scheme, visit the official Government website."
ValueMailers,https://e27.co/startup/valuemailers,https://www.valuemailers.com/,United States of America,B2B/Enterprise,March 2014,,,"http://www.twitter.com/ValueMailers,http://www.facebook.com/ValueMailersCom,https://in.linkedin.com/company/valuemailers-com",,,"ValueMailers is one of the leading online shopping portal to provide shipping boxes, packaging supplies and packing material to all the United States of America.","ValueMailers is one of the leading online shopping portal to provide shipping boxes, packaging supplies and packing material to all the United States of America. ValueMailers is also known for their quality products like Corrugated boxes, bubble mailers, bubble cushioning wrap, bubble pouches, designer mailers and many more. Our Prices and Service are Unbeatable! What truly makes a company is the quality of the products, the excellence of the work and the knowledge in the marketplace that you can always count on to get the job done. At Valuemailers we are dedicated to offering packaging and shipping solutions that meet the demands of our customers. When quality, price and service count were your #1 source for shipping supplies at low prices. Our customers appreciate the lower prices and superior service. Our product offering continues to grow and expand. We are working hard to become your ""One-Stop-Shop"" offering the widest range of mailing and shipping products within our niche. The store is arranged so you can hopefully quickly find the products and mailing technology information you are looking for. If you do not see what you need please simply give us a call. We will notify you via E-mail when your order ships. We ship all over the World! We are as local as your keyboard. Orders placed Mon - Fri before 12 noon EST normally ship same day. We will provide you with high quality packaging supplies and the best customer service. Place an order today and you'll see the difference."
Ak techno service,https://e27.co/startup/ak-techno-service,http://aktechnoservice.com/,India,,,,,,,,"Ak techno Services provides service for LG type of brands like washing machines,refrigerators,air conditioners,microwave ovens, You can enjoy more benefits on spare parts and accessories.",
